Legend:,Control Before Study,Control After Study,Patients Before Study,Patients After Study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uniqueID,UP name,Lineage( full ),Median_Control_Before_Diet,Mean_Control_Before_Diet,Standard_Deviation_Control_Before_Diet,Interquartile_Range_Control_Before_Diet,Range_Control_Before_Diet,0%_Control_Before_Diet,25%_Control_Before_Diet,50%_Control_Before_Diet,75%_Control_Before_Diet,100%_Control_Before_Diet,Median_Control_After_Diet,Mean_Control_After_Diet,Standard_Deviation_Control_After_Diet,Interquartile_Range_Control_After_Diet,Range_Control_After_Diet,0%_Control_After_Diet,25%_Control_After_Diet,50%_Control_After_Diet,75%_Control_After_Diet,100%_Control_After_Diet,Median_Patient_Before_Diet,Mean_Patient_Before_Diet,Standard_Deviation_Patient_Before_Diet,Interquartile_Range_Patient_Before_Diet,Range_Patient_Before_Diet,0%_Patient_Before_Diet,25%_Patient_Before_Diet,50%_Patient_Before_Diet,75%_Patient_Before_Diet,100%_Patient_Before_Diet,Median_Patient_After_Diet,Mean_Patient_After_Diet,Standard_Deviation_Patient_After_Diet,Interquartile_Range_Patient_After_Diet,Range_Patient_After_Diet,0%_Patient_After_Diet,25%_Patient_After_Diet,50%_Patient_After_Diet,75%_Patient_After_Diet,100%_Patient_After_Diet
UP000008804_FP929045,Faecalibacterium prausnitzii L2-6,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; Faecalibacterium prausnitzii,0.01732,0.030221818,0.026226618,0.03106,0.07695,0.00467,0.01311,0.01732,0.04417,0.08162,0.021815,0.028672,0.025221715,0.011735,0.09129,0.00576,0.017865,0.021815,0.0296,0.09705,0.02965,0.035250833,0.038555767,0.035845,0.13956,0.00049,0.00781,0.02965,0.043655,0.14005,0.012395,0.015561667,0.014568689,0.017475,0.04585,0.00031,0.0044675,0.012395,0.0219425,0.04616
UP000007059_FP929046,Faecalibacterium prausnitzii SL3/3,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; Faecalibacterium prausnitzii,0.03109,0.040511818,0.019954006,0.028085,0.06244,0.01581,0.025455,0.03109,0.05354,0.07825,0.03205,0.043229,0.026779307,0.0168725,0.07959,0.01466,0.03015,0.03205,0.0470225,0.09425,0.014485,0.015079167,0.011201157,0.0175525,0.03221,0.00059,0.0054,0.014485,0.0229525,0.0328,0.004415,0.00662,0.007540177,0.0062325,0.02764,2.00E-04,0.0017775,0.004415,0.00801,0.02784
*UP000008805_FP929047,Gordonibacter pamelaeae 7-10-1-b,Bacteria; Terrabacteria group; Actinobacteria; Coriobacteriia; Eggerthellales; Eggerthellaceae; Gordonibacter; Gordonibacter pamelaeae,0.00062,0.000769091,0.00046051,0.000655,0.0013,0.00026,0.00044,0.00062,0.001095,0.00156,0.000565,0.000984,0.001139319,0.000585,0.00379,0.00012,0.0003975,0.000565,0.0009825,0.00391,0.000775,0.001151667,0.001266978,0.0007175,0.00433,0.00024,0.0003625,0.000775,0.00108,0.00457,0.000685,0.001121667,0.001111214,0.001225,0.00342,1.00E-04,0.00034,0.000685,0.001565,0.00352
UP000198801_FP929048,Megamonas sp Calf98-2,Bacteria; Terrabacteria group; Firmicutes; Negativicutes; Selenomonadales; Selenomonadaceae; Megamonas; Megamonas hypermegale,1.00E-05,0.004441818,0.00986265,2.50E-05,0.02439,0,0,1.00E-05,2.50E-05,0.02439,5.00E-06,0.00017,0.000495715,3.75E-05,0.00158,0,0,5.00E-06,3.75E-05,0.00158,5.00E-06,0.000535833,0.001723793,1.75E-05,0.006,0,0,5.00E-06,1.75E-05,0.006,5.00E-06,5.83E-05,0.000183295,1.00E-05,0.00064,0,0,5.00E-06,1.00E-05,0.00064
UP000008807_FP929049,Roseburia intestinalis M50/1,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; Roseburia intestinalis,0.00245,0.005259091,0.005598334,0.00528,0.01811,0.00073,0.00152,0.00245,0.0068,0.01884,0.004095,0.004993,0.004089866,0.0026875,0.01483,0.00059,0.0030225,0.004095,0.00571,0.01542,0.00209,0.00246,0.001916175,0.0027625,0.00516,0.00028,0.0008875,0.00209,0.00365,0.00544,0.00138,0.001505,0.000714976,0.001125,0.0021,0.00058,0.0009125,0.00138,0.0020375,0.00268
UP000008953_FP929050,Roseburia intestinalis XB6B4,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; Roseburia intestinalis,0.00555,0.011192727,0.011982286,0.013675,0.02964,0.00155,0.00345,0.00555,0.017125,0.03119,0.005145,0.007757,0.010074536,0.00404,0.03437,0.00115,0.002745,0.005145,0.006785,0.03552,0.00271,0.0031075,0.002440786,0.00261,0.00848,0.00083,0.0012925,0.00271,0.0039025,0.00931,0.002145,0.003009167,0.002333657,0.00318,0.00683,0.00072,0.00135,0.002145,0.00453,0.00755
UP000198616_FP929051,Ruminococcus bromii,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Ruminococcus bromii,0.01674,0.022085455,0.027785709,0.02129,0.08313,0.00042,0.002895,0.01674,0.024185,0.08355,0.034035,0.042779,0.047945415,0.0445275,0.15864,0.00095,0.007835,0.034035,0.0523625,0.15959,0.02374,0.033663333,0.038279905,0.052065,0.10773,0.00038,0.00083,0.02374,0.052895,0.10811,0.001335,0.003801667,0.007380384,0.001615,0.02627,0.00026,0.0006025,0.001335,0.0022175,0.02653
UP000007054_FP929052,Ruminococcus champanellensis (strain DSM 18848 / JCM 17042 / KCTC 15320 / 18P13),Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Ruminococcus champanellensis,0.00061,0.001593636,0.003535192,0.00074,0.01209,7.00E-05,0.00013,0.00061,0.00087,0.01216,0.000735,0.001623,0.003145763,0.000805,0.01039,7.00E-05,0.0002125,0.000735,0.0010175,0.01046,0.000315,0.000345,0.00025777,0.0003825,0.00071,7.00E-05,9.00E-05,0.000315,0.0004725,0.00078,0.000235,0.0003075,0.000302178,0.00027,0.00098,0,0.00011,0.000235,0.00038,0.00098
UP000007055_FP929053,Ruminococcus sp SR1/5,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus,0.01519,0.015683636,0.006059976,0.00758,0.02094,0.00768,0.011245,0.01519,0.018825,0.02862,0.014045,0.017367,0.012942263,0.0105275,0.04515,0.00482,0.010695,0.014045,0.0212225,0.04997,0.018645,0.023315833,0.022504562,0.0144075,0.08249,0.00365,0.01006,0.018645,0.0244675,0.08614,0.005045,0.0077475,0.011426877,0.005805,0.04146,0.00083,0.00165,0.005045,0.007455,0.04229
UP000008955_FP929054,Blautia obeum A2-162,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Blautia obeum,0.00959,0.011300909,0.00548028,0.00465,0.016,0.00651,0.007565,0.00959,0.012215,0.02251,0.01222,0.014223,0.007351739,0.00935,0.02252,0.00404,0.010845,0.01222,0.020195,0.02656,0.00768,0.010530833,0.007984499,0.0111475,0.02299,0.00287,0.0046975,0.00768,0.015845,0.02586,0.00523,0.005801667,0.003968036,0.0034675,0.01564,8.00E-04,0.003575,0.00523,0.0070425,0.01644
UP000008956_FP929055,Ruminococcus torques L2-14,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; [Ruminococcus] torques,0.01355,0.016628182,0.009747514,0.01351,0.02965,0.00642,0.008795,0.01355,0.022305,0.03607,0.017985,0.018741,0.010106592,0.015295,0.02832,0.00591,0.0112375,0.017985,0.0265325,0.03423,0.007445,0.011078333,0.009140973,0.011985,0.02498,0.00242,0.00422,0.007445,0.016205,0.0274,0.00563,0.006335833,0.003885908,0.004385,0.01374,0.00199,0.003435,0.00563,0.00782,0.01573
UP000007050_FP929059,[Eubacterium] siraeum V10Sc8a,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified Ruminococcaceae; [Eubacterium] siraeum,0.00206,0.002118182,0.001409516,0.001095,0.00452,6.00E-04,0.001175,0.00206,0.00227,0.00512,0.002185,0.017244,0.031636019,0.00577,0.09472,0.0014,0.001885,0.002185,0.007655,0.09612,0.00181,0.0019475,0.001096218,0.000925,0.00408,0.00044,0.0014175,0.00181,0.0023425,0.00452,0.001275,0.003173333,0.00427333,0.0022975,0.0138,0.00014,0.0008025,0.001275,0.0031,0.01394
*UP000008959_FP929060,butyrate-producing bacterium SM4/1,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; unclassified Clostridiales; unclassified Clostridiales (miscellaneous),0.00092,0.00123,0.000767984,0.00117,0.00218,0.00032,0.00067,0.00092,0.00184,0.0025,0.00087,0.001079,0.000559115,0.0004875,0.00167,0.00053,0.0007025,0.00087,0.00119,0.0022,0.001065,0.00124,0.001161277,0.00058,0.00442,0.00031,0.000705,0.001065,0.001285,0.00473,0.00048,0.000795833,0.000699239,0.00091,0.00191,0.00012,0.00028,0.00048,0.00119,0.00203
UP000008960_FP929061,Anaerostipes hadrus,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes,0.003,0.005896364,0.006977017,0.00498,0.02153,0.00064,0.00175,0.003,0.00673,0.02217,0.00277,0.005761,0.008913181,0.00096,0.02996,0.00047,0.0023475,0.00277,0.0033075,0.03043,0.002895,0.003079167,0.00220392,0.0037275,0.0062,0.00029,0.00105,0.002895,0.0047775,0.00649,0.000815,0.0007325,0.000324433,0.0004875,0.00091,0.00023,0.000485,0.000815,0.0009725,0.00114
UP000008961_FP929062,butyrate-producing bacterium SS3/4,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; unclassified Clostridiales; unclassified Clostridiales (miscellaneous),0.0048,0.005685455,0.00354948,0.00319,0.01198,0.00194,0.0036,0.0048,0.00679,0.01392,0.0059,0.005899,0.002856013,0.0030825,0.00892,0.00268,0.00365,0.0059,0.0067325,0.0116,0.00429,0.004720833,0.003792894,0.004545,0.014,0.00044,0.0018775,0.00429,0.0064225,0.01444,0.00257,0.0023825,0.001332422,0.001665,0.00428,2.00E-04,0.0013975,0.00257,0.0030625,0.00448
UP000007052_FQ312002,Haemophilus parainfluenzae (strain T3T1),Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; Haemophilus parainfluenzae,4.00E-05,0.000164545,0.000207815,0.000285,0.00052,0,1.50E-05,4.00E-05,3.00E-04,0.00052,5.50E-05,0.000139,0.000169276,2.00E-04,0.00047,0,3.00E-05,5.50E-05,0.00023,0.00047,1.00E-05,4.00E-05,5.77E-05,4.00E-05,0.00017,0,7.50E-06,1.00E-05,4.75E-05,0.00017,1.00E-05,3.00E-05,4.29E-05,3.50E-05,0.00013,0,0,1.00E-05,3.50E-05,0.00013
UP000008560_FQ312004,Bacteroides fragilis (strain 638R),Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides fragilis,0.00087,0.001019091,0.000532399,0.000725,0.00164,0.00049,0.00064,0.00087,0.001365,0.00213,0.001585,0.001573,0.001051423,0.0016375,0.0031,0.00016,0.000675,0.001585,0.0023125,0.00326,0.0069,0.008705833,0.00732234,0.007675,0.02233,6.00E-04,0.003945,0.0069,0.01162,0.02293,0.0059,0.00971,0.011609381,0.0090625,0.04282,0.00096,0.0029275,0.0059,0.01199,0.04378
UP000000508_FR873481,Streptococcus salivarius (strain CCHSS3),Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus salivarius,8.00E-05,0.000145455,0.000162626,0.000275,0.00043,0,5.00E-06,8.00E-05,0.00028,0.00043,5.00E-05,6.90E-05,6.87E-05,8.75E-05,0.00022,0,1.50E-05,5.00E-05,0.0001025,0.00022,4.50E-05,0.00015,0.000242112,0.0001175,7.00E-04,0,1.50E-05,4.50E-05,0.0001325,7.00E-04,0,1.67E-06,3.89E-06,0,1.00E-05,0,0,0,0,1.00E-05
UP000234759_FR873482,Streptococcus salivarius,Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus salivarius,5.00E-05,0.000168182,0.000235279,0.000285,0.00073,0,5.00E-06,5.00E-05,0.00029,0.00073,5.00E-05,9.70E-05,0.00010573,8.50E-05,0.00033,0,3.00E-05,5.00E-05,0.000115,0.00033,6.50E-05,0.000141667,0.000207926,0.0001125,0.00068,0,1.50E-05,6.50E-05,0.0001275,0.00068,0,2.50E-06,4.52E-06,2.50E-06,1.00E-05,0,0,0,2.50E-06,1.00E-05
UP000027600_HF545616,Ruminococcus bicirculans,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus,0.00887,0.019122727,0.022583587,0.016475,0.06295,0.00042,0.004585,0.00887,0.02106,0.06337,0.003905,0.016903,0.018705194,0.0341325,0.04148,0.00027,0.00318,0.003905,0.0373125,0.04175,0.00275,0.009191667,0.013655298,0.00934,0.04706,0.00025,0.001705,0.00275,0.011045,0.04731,0.003065,0.018426667,0.033161071,0.0155125,0.0994,6.00E-05,0.00018,0.003065,0.0156925,0.09946
UP000188305_LK931720,Sphingobacterium faecium PCAi_F25,Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium,0,1.82E-06,4.05E-06,0,1.00E-05,0,0,0,0,1.00E-05,0,2.00E-06,6.32E-06,0,2.00E-05,0,0,0,0,2.00E-05,0,8.33E-07,2.89E-06,0,1.00E-05,0,0,0,0,1.00E-05,0,8.33E-07,2.89E-06,0,1.00E-05,0,0,0,0,1.00E-05
UP000032417_LN515532,Fermentimonas caenicola,Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Fermentimonas,0,3.64E-06,6.74E-06,5.00E-06,2.00E-05,0,0,0,5.00E-06,2.00E-05,5.00E-06,1.40E-05,2.76E-05,1.00E-05,9.00E-05,0,0,5.00E-06,1.00E-05,9.00E-05,0,7.50E-06,1.42E-05,5.00E-06,4.00E-05,0,0,0,5.00E-06,4.00E-05,0,8.33E-06,2.04E-05,2.50E-06,7.00E-05,0,0,0,2.50E-06,7.00E-05
UP000032801_LN679998,Paeniclostridium sordellii (Clostridium sordellii),Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Paeniclostridium,5.00E-05,8.09E-05,7.16E-05,0.00014,0.00018,1.00E-05,1.00E-05,5.00E-05,0.00015,0.00019,3.50E-05,0.000156,0.00034397,5.75E-05,0.00113,0,3.00E-05,3.50E-05,8.75E-05,0.00113,1.50E-05,3.17E-05,3.49E-05,4.25E-05,1.00E-04,0,1.00E-05,1.50E-05,5.25E-05,1.00E-04,3.00E-05,2.25E-05,1.86E-05,2.25E-05,6.00E-05,0,7.50E-06,3.00E-05,3.00E-05,6.00E-05
UP000000439_LN824140,Bifidobacterium longum (strain NCC 2705),Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Bifidobacterium longum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UP000175666_LT622246,Bacteroides ovatus V975,cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides ovatus,2.00E-05,2.18E-05,1.60E-05,2.00E-05,5.00E-05,0,1.00E-05,2.00E-05,3.00E-05,5.00E-05,2.00E-05,3.00E-05,2.45E-05,4.00E-05,7.00E-05,0,1.25E-05,2.00E-05,5.25E-05,7.00E-05,1.50E-05,2.58E-05,2.68E-05,2.25E-05,9.00E-05,0,1.00E-05,1.50E-05,3.25E-05,9.00E-05,7.00E-05,9.25E-05,0.000106184,0.000105,0.00038,0,1.75E-05,7.00E-05,0.0001225,0.00038
